Path of the particles
Dimensions: 2
31.3719195525, 39.061120978, 1543.06415703, 3.28236935695, 29.0679583394, 724.462937728, 38.530946776, 23.8658595394, 818.048693305, 19.5687508519, 37.9665409196, 1327.20508467, 24.2036646692, 47.1901907318, 2196.16088424, 34.4060920162, 38.4984051181, 1554.58349627, 18.5199298759, 33.9685048486, 1022.63236846, 3.13978828775, 44.2408141845, 1960.13168053, 
31.6543900091, 38.2462983765, 1484.2493223, 3.28236935695, 29.0679583394, 724.462937728, 37.6162932464, 24.4527676714, 815.130356339, 19.4521636594, 37.639358818, 1300.61282147, 24.4486038469, 46.2206881419, 2099.90058547, 34.8152461417, 37.5852302491, 1493.8796303, 17.5440512106, 33.1139858495, 958.993734197, 3.13978828775, 44.2408141845, 1960.13168053, 
32.4821143528, 37.3411424344, 1430.45609792, 3.98799727485, 28.2099252665, 667.048557921, 36.6304322274, 24.5023185018, 790.686385744, 19.4521636594, 37.639358818, 1300.61282147, 24.4486038469, 46.2206881419, 2099.90058547, 34.8152461417, 37.5852302491, 1493.8796303, 17.2148170162, 32.5170295312, 917.441085901, 3.13978828775, 44.2408141845, 1960.13168053, 
32.4821143528, 37.3411424344, 1430.45609792, 4.46123123443, 27.6339075216, 630.065123555, 35.9009810611, 24.6116444259, 776.164199484, 20.2583666761, 37.4965092857, 1293.87025039, 24.3018703145, 45.4237957945, 2020.02812744, 34.8152461417, 37.5852302491, 1493.8796303, 16.4996086807, 31.9906782156, 879.815339368, 4.08115702662, 43.5840313949, 1882.56818976, 
31.5258099562, 36.6766439211, 1364.41534613, 3.61599685687, 27.0481095911, 602.802839788, 35.9009810611, 24.6116444259, 776.164199484, 20.2583666761, 37.4965092857, 1293.87025039, 24.3018703145, 45.4237957945, 2020.02812744, 34.8152461417, 37.5852302491, 1493.8796303, 16.4996086807, 31.9906782156, 879.815339368, 4.08115702662, 43.5840313949, 1882.56818976, 
31.9921401984, 36.2912366599, 1344.8457365, 2.88585627297, 26.4062507172, 572.84096181, 36.0138896781, 24.3286284985, 767.782536533, 20.2804789138, 37.4966626507, 1294.01540134, 24.3018703145, 45.4237957945, 2020.02812744, 34.8152461417, 37.5852302491, 1493.8796303, 16.4996086807, 31.9906782156, 879.815339368, 3.96496485568, 43.211705777, 1847.24050606, 
31.9921401984, 36.2912366599, 1344.8457365, 3.5153491777, 26.0184619187, 547.002062631, 35.4975446252, 23.5290026599, 723.799778204, 20.2804789138, 37.4966626507, 1294.01540134, 24.3018703145, 45.4237957945, 2020.02812744, 34.8152461417, 37.5852302491, 1493.8796303, 17.445386043, 31.1856433175, 832.5152037, 4.3600947912, 43.0877417528, 1830.44383079, 
32.4156221779, 35.5253908969, 1298.50545557, 3.5153491777, 26.0184619187, 547.002062631, 35.4975446252, 23.5290026599, 723.799778204, 20.2804789138, 37.4966626507, 1294.01540134, 24.3018703145, 45.4237957945, 2020.02812744, 34.8152461417, 37.5852302491, 1493.8796303, 17.8987976025, 30.3942549092, 786.109537044, 3.97410098744, 42.1100223939, 1740.56948259, 
32.2441696883, 35.2543606606, 1276.51069483, 2.58786834222, 25.5628651281, 529.919776389, 35.6867557217, 22.6961807444, 698.327339213, 20.2804789138, 37.4966626507, 1294.01540134, 23.5212098929, 44.9537908354, 1968.54678557, 34.8152461417, 37.5852302491, 1493.8796303, 17.8987976025, 30.3942549092, 786.109537044, 3.85971809327, 41.8982105655, 1721.776299, 
32.2441696883, 35.2543606606, 1276.51069483, 3.55233377009, 24.8769943335, 487.26449503, 35.6867557217, 22.6961807444, 698.327339213, 20.2804789138, 37.4966626507, 1294.01540134, 23.5818080539, 44.3873697305, 1914.55944405, 34.8152461417, 37.5852302491, 1493.8796303, 17.8987976025, 30.3942549092, 786.109537044, 3.19199736334, 41.7395422067, 1714.78082892, 
32.2441696883, 35.2543606606, 1276.51069483, 3.55233377009, 24.8769943335, 487.26449503, 35.6867557217, 22.6961807444, 698.327339213, 20.2804789138, 37.4966626507, 1294.01540134, 23.514824365, 43.5533193917, 1835.45037952, 34.8152461417, 37.5852302491, 1493.8796303, 17.2828418798, 30.0848605541, 764.039517425, 3.19199736334, 41.7395422067, 1714.78082892, 
32.2441696883, 35.2543606606, 1276.51069483, 3.55233377009, 24.8769943335, 487.26449503, 35.6867557217, 22.6961807444, 698.327339213, 19.5697319228, 36.572625968, 1218.4429859, 23.514824365, 43.5533193917, 1835.45037952, 34.4375750501, 37.0645465054, 1447.81231729, 18.0007642159, 29.1864059158, 715.37508063, 3.19199736334, 41.7395422067, 1714.78082892, 
